locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHGHJBNO_01095	CDS	1350	norM		COG0534	Multidrug resistance protein NorM
EHGHJBNO_01096	CDS	984	guaC	1.7.1.7	COG0516	GMP reductase
EHGHJBNO_01097	CDS	675	pdg			Ultraviolet N-glycosylase/AP lyase
EHGHJBNO_01098	CDS	852	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
EHGHJBNO_01099	CDS	4758				hypothetical protein
EHGHJBNO_01100	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
EHGHJBNO_01101	CDS	771	ydcV			Inner membrane ABC transporter permease protein YdcV
EHGHJBNO_01102	CDS	801	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
EHGHJBNO_01103	CDS	1155	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
EHGHJBNO_01104	CDS	909	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
EHGHJBNO_01105	CDS	861	thrB	2.7.1.39	COG0083	Homoserine kinase
EHGHJBNO_01106	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
EHGHJBNO_01107	CDS	924				hypothetical protein
EHGHJBNO_01108	CDS	1770		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
EHGHJBNO_01109	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
EHGHJBNO_01110	CDS	243				hypothetical protein
EHGHJBNO_01111	CDS	273	rpsP		COG0228	30S ribosomal protein S16
EHGHJBNO_01112	CDS	309				hypothetical protein
EHGHJBNO_01113	CDS	648	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
EHGHJBNO_01114	CDS	762	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
EHGHJBNO_01115	CDS	315				hypothetical protein
EHGHJBNO_01116	CDS	3180	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EHGHJBNO_01117	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
EHGHJBNO_01118	CDS	924	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
EHGHJBNO_01119	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
EHGHJBNO_01120	CDS	648				hypothetical protein
EHGHJBNO_01121	CDS	339				hypothetical protein
EHGHJBNO_01122	CDS	894	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EHGHJBNO_01123	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
EHGHJBNO_01124	CDS	915	oxyR			Hydrogen peroxide-inducible genes activator
EHGHJBNO_01125	CDS	102				hypothetical protein
EHGHJBNO_01126	CDS	294	rpmA			50S ribosomal protein L27
EHGHJBNO_01127	CDS	315	rplU		COG0261	50S ribosomal protein L21
EHGHJBNO_01128	CDS	1326	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EHGHJBNO_01129	CDS	1218	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
EHGHJBNO_01130	CDS	1143	iscS_2	2.8.1.7		Cysteine desulfurase IscS
EHGHJBNO_01131	CDS	414				hypothetical protein
EHGHJBNO_01132	CDS	264				hypothetical protein
EHGHJBNO_01133	CDS	1029	ltaE	4.1.2.48		Low specificity L-threonine aldolase
EHGHJBNO_01134	tRNA	73				tRNA-Arg(ccg)
EHGHJBNO_01135	CDS	1206	rpsA		COG0539	30S Ribosomal protein S1
EHGHJBNO_01136	tRNA	74				tRNA-Gln(ttg)
EHGHJBNO_01137	tRNA	81				tRNA-Tyr(gta)
EHGHJBNO_01138	CDS	234				hypothetical protein
EHGHJBNO_01139	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
EHGHJBNO_01140	CDS	618				hypothetical protein
EHGHJBNO_01141	CDS	2418	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
EHGHJBNO_01142	CDS	453				hypothetical protein
EHGHJBNO_01143	CDS	504				hypothetical protein
EHGHJBNO_01144	CDS	603		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
EHGHJBNO_01145	CDS	1950	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
EHGHJBNO_01146	CDS	669	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
EHGHJBNO_01147	CDS	3654	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
EHGHJBNO_01148	CDS	3267	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
EHGHJBNO_01149	CDS	7758				hypothetical protein
EHGHJBNO_01150	CDS	165				hypothetical protein
EHGHJBNO_01151	CDS	1314	obg	3.6.5.-	COG0536	GTPase Obg
EHGHJBNO_01152	CDS	129				hypothetical protein
EHGHJBNO_01153	CDS	384				hypothetical protein
EHGHJBNO_01154	CDS	1818	uvrC		COG0322	UvrABC system protein C
EHGHJBNO_01155	CDS	744	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
EHGHJBNO_01156	CDS	1611				hypothetical protein
EHGHJBNO_01157	CDS	444				hypothetical protein
EHGHJBNO_01158	CDS	750	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
EHGHJBNO_01159	CDS	252				hypothetical protein
EHGHJBNO_01160	CDS	765				hypothetical protein
EHGHJBNO_01161	CDS	684	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
EHGHJBNO_01162	CDS	954			COG2826	IS30 family transposase ISSpn8
EHGHJBNO_01163	CDS	762				hypothetical protein
EHGHJBNO_01164	CDS	2280	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EHGHJBNO_01165	CDS	1368		1.6.99.3		putative NADH oxidase
EHGHJBNO_01166	CDS	339				hypothetical protein
EHGHJBNO_01167	CDS	1791	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
EHGHJBNO_01168	CDS	603	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
EHGHJBNO_01169	CDS	969	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EHGHJBNO_01170	CDS	708	glpF_1		COG0580	Glycerol uptake facilitator protein
EHGHJBNO_01171	CDS	1830	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
EHGHJBNO_01172	CDS	1515	glpK	2.7.1.30	COG0554	Glycerol kinase
EHGHJBNO_01173	CDS	1464				hypothetical protein
EHGHJBNO_01174	CDS	1353	nox	1.6.99.3	COG0446	NADH oxidase
EHGHJBNO_01175	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EHGHJBNO_01176	CDS	1077	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EHGHJBNO_01177	CDS	1095	gldA	1.1.1.6		Glycerol dehydrogenase
EHGHJBNO_01178	CDS	957				hypothetical protein
EHGHJBNO_01179	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EHGHJBNO_01180	CDS	2445	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
EHGHJBNO_01181	CDS	1302	licC_1		COG1455	Lichenan permease IIC component
EHGHJBNO_01182	CDS	306	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
EHGHJBNO_01183	CDS	324	celD			PTS system cellobiose-specific EIIA component
EHGHJBNO_01184	CDS	972	sorC		COG2390	Sorbitol operon regulator
EHGHJBNO_01185	CDS	744	srlR		COG1349	Glucitol operon repressor
EHGHJBNO_01186	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
EHGHJBNO_01187	CDS	288				hypothetical protein
EHGHJBNO_01188	CDS	654				hypothetical protein
EHGHJBNO_01189	CDS	510	pat	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
EHGHJBNO_01190	CDS	618				hypothetical protein
EHGHJBNO_01191	CDS	843				hypothetical protein
EHGHJBNO_01192	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EHGHJBNO_01193	CDS	810				hypothetical protein
EHGHJBNO_01194	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
EHGHJBNO_01195	CDS	702	coaBC_1	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
EHGHJBNO_01196	CDS	549	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
EHGHJBNO_01197	CDS	570	panT		COG4684	Pantothenic acid transporter PanT
EHGHJBNO_01198	CDS	1719	pgcA	5.4.2.2		Phosphoglucomutase
EHGHJBNO_01199	CDS	603				hypothetical protein
EHGHJBNO_01200	CDS	900	rhaS_2			HTH-type transcriptional activator RhaS
EHGHJBNO_01201	CDS	1920	tet(O)			tetracycline resistance ribosomal protection protein Tet(O)
EHGHJBNO_01202	CDS	375				hypothetical protein
EHGHJBNO_01203	CDS	1293				hypothetical protein
EHGHJBNO_01204	CDS	1242				hypothetical protein
EHGHJBNO_01205	CDS	1470				hypothetical protein
EHGHJBNO_01206	CDS	396				hypothetical protein
EHGHJBNO_01207	CDS	369				hypothetical protein
EHGHJBNO_01208	CDS	207				hypothetical protein
EHGHJBNO_01209	CDS	4512				hypothetical protein
EHGHJBNO_01210	CDS	723				hypothetical protein
EHGHJBNO_01211	CDS	3120	smc_3			Chromosome partition protein Smc
EHGHJBNO_01212	CDS	420				hypothetical protein
EHGHJBNO_01213	CDS	570				hypothetical protein
EHGHJBNO_01214	CDS	327				hypothetical protein
EHGHJBNO_01215	CDS	369				hypothetical protein
EHGHJBNO_01216	CDS	339				hypothetical protein
EHGHJBNO_01217	CDS	261				hypothetical protein
EHGHJBNO_01218	CDS	1206				hypothetical protein
EHGHJBNO_01219	CDS	696	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EHGHJBNO_01220	CDS	1284				hypothetical protein
EHGHJBNO_01221	CDS	345				hypothetical protein
EHGHJBNO_01222	CDS	339				hypothetical protein
EHGHJBNO_01223	CDS	303				hypothetical protein
EHGHJBNO_01224	CDS	1593				hypothetical protein
EHGHJBNO_01225	CDS	474				hypothetical protein
EHGHJBNO_01226	CDS	231				hypothetical protein
EHGHJBNO_01227	CDS	213				hypothetical protein
EHGHJBNO_01228	CDS	249				hypothetical protein
EHGHJBNO_01229	CDS	1254				hypothetical protein
EHGHJBNO_01230	CDS	462				hypothetical protein
EHGHJBNO_01231	CDS	366				hypothetical protein
EHGHJBNO_01232	CDS	372				hypothetical protein
EHGHJBNO_01233	CDS	1038	metK_2	2.5.1.6	COG0192	S-adenosylmethionine synthase
EHGHJBNO_01234	CDS	183				hypothetical protein
EHGHJBNO_01235	CDS	477				hypothetical protein
EHGHJBNO_01236	CDS	1377				hypothetical protein
EHGHJBNO_01237	CDS	282				hypothetical protein
EHGHJBNO_01238	CDS	2286				hypothetical protein
EHGHJBNO_01239	CDS	135				hypothetical protein
EHGHJBNO_01240	CDS	324				hypothetical protein
EHGHJBNO_01241	CDS	1122				hypothetical protein
EHGHJBNO_01242	CDS	549				hypothetical protein
EHGHJBNO_01243	CDS	168				hypothetical protein
EHGHJBNO_01244	CDS	1956				hypothetical protein
EHGHJBNO_01245	CDS	606				hypothetical protein
EHGHJBNO_01246	CDS	1182				hypothetical protein
EHGHJBNO_01247	CDS	231				hypothetical protein
EHGHJBNO_01248	CDS	1644				hypothetical protein
EHGHJBNO_01249	CDS	822		2.1.1.72		Modification methylase Eco57IB
EHGHJBNO_01250	CDS	459				IS6 family transposase IS1216V
EHGHJBNO_01251	CDS	864	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
EHGHJBNO_01252	CDS	735	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EHGHJBNO_01253	CDS	870				hypothetical protein
EHGHJBNO_01254	CDS	225				hypothetical protein
EHGHJBNO_01255	CDS	369				hypothetical protein
EHGHJBNO_01256	CDS	300				hypothetical protein
EHGHJBNO_01257	CDS	1464	msr(D)			ABC-F type ribosomal protection protein Msr(D)
EHGHJBNO_01258	CDS	1218	entS			Enterobactin exporter EntS
EHGHJBNO_01259	CDS	420				hypothetical protein
EHGHJBNO_01260	CDS	1113				hypothetical protein
EHGHJBNO_01261	CDS	636				hypothetical protein
EHGHJBNO_01262	CDS	1356		2.1.1.-	COG2265	putative RNA methyltransferase
EHGHJBNO_01263	CDS	1323	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EHGHJBNO_01264	CDS	828	pheA			Bifunctional chorismate mutase/prephenate dehydratase
EHGHJBNO_01265	CDS	492	aroK	2.7.1.71	COG0703	Shikimate kinase
EHGHJBNO_01266	CDS	1281	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EHGHJBNO_01267	CDS	1038	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EHGHJBNO_01268	CDS	1026	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EHGHJBNO_01269	CDS	870	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EHGHJBNO_01270	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EHGHJBNO_01271	CDS	414				hypothetical protein
EHGHJBNO_01272	CDS	801	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
EHGHJBNO_01273	CDS	894				hypothetical protein
EHGHJBNO_01274	CDS	975				hypothetical protein
EHGHJBNO_01275	CDS	960				hypothetical protein
EHGHJBNO_01276	CDS	1002	lacD2_2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
EHGHJBNO_01277	CDS	1146	agaA_2	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
EHGHJBNO_01278	CDS	339				hypothetical protein
EHGHJBNO_01279	CDS	1104				hypothetical protein
EHGHJBNO_01280	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
EHGHJBNO_01281	CDS	675	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
EHGHJBNO_01282	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EHGHJBNO_01283	CDS	2175	ltaS1		COG1368	Lipoteichoic acid synthase 1
EHGHJBNO_01284	CDS	2505				hypothetical protein
EHGHJBNO_01285	CDS	360	rplT		COG0292	50S ribosomal protein L20
EHGHJBNO_01286	CDS	201	rpmI		COG0291	50S ribosomal protein L35
EHGHJBNO_01287	CDS	507	infC		COG0290	Translation initiation factor IF-3
EHGHJBNO_01288	CDS	678	cmk	2.7.4.25		Cytidylate kinase
EHGHJBNO_01289	CDS	483				hypothetical protein
EHGHJBNO_01290	CDS	489				hypothetical protein
EHGHJBNO_01291	CDS	1209				hypothetical protein
EHGHJBNO_01292	CDS	789				hypothetical protein
EHGHJBNO_01293	CDS	357				hypothetical protein
EHGHJBNO_01294	CDS	717	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
EHGHJBNO_01295	CDS	963	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
EHGHJBNO_01296	CDS	1110	glf_2	5.4.99.9	COG0562	UDP-galactopyranose mutase
EHGHJBNO_01297	CDS	1479	murJ_2			lipid II flippase MurJ
EHGHJBNO_01298	CDS	759				hypothetical protein
EHGHJBNO_01299	CDS	1488				hypothetical protein
EHGHJBNO_01300	CDS	978				hypothetical protein
EHGHJBNO_01301	CDS	1227				hypothetical protein
EHGHJBNO_01302	CDS	1299				hypothetical protein
EHGHJBNO_01303	CDS	1167	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGHJBNO_01304	CDS	807	tagG		COG1682	Teichoic acid translocation permease protein TagG
EHGHJBNO_01305	CDS	930				hypothetical protein
EHGHJBNO_01306	CDS	1149				hypothetical protein
EHGHJBNO_01307	CDS	2556				hypothetical protein
EHGHJBNO_01308	CDS	387	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
EHGHJBNO_01309	CDS	3405				hypothetical protein
EHGHJBNO_01310	CDS	1044				hypothetical protein
EHGHJBNO_01311	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
EHGHJBNO_01312	CDS	1047	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
EHGHJBNO_01313	CDS	486				hypothetical protein
EHGHJBNO_01314	CDS	594	rfbC	5.1.3.-		Protein RmlC 
EHGHJBNO_01315	CDS	870	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
EHGHJBNO_01316	CDS	825	zupT		COG0428	Zinc transporter ZupT
EHGHJBNO_01317	CDS	795			COG0327	GTP cyclohydrolase 1 type 2 
EHGHJBNO_01318	CDS	684	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
EHGHJBNO_01319	CDS	675	dnaD		COG3935	DNA replication protein DnaD
EHGHJBNO_01320	CDS	942	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
EHGHJBNO_01321	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
EHGHJBNO_01322	CDS	1170				hypothetical protein
EHGHJBNO_01323	CDS	2214				hypothetical protein
EHGHJBNO_01324	CDS	1548		2.7.8.-		Cardiolipin synthase
EHGHJBNO_01325	CDS	3186				hypothetical protein
EHGHJBNO_01326	CDS	756		1.-.-.-		putative oxidoreductase
EHGHJBNO_01327	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
EHGHJBNO_01328	CDS	630				hypothetical protein
EHGHJBNO_01329	CDS	1251	hflX		COG2262	GTPase HflX
EHGHJBNO_01330	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EHGHJBNO_01331	CDS	171				hypothetical protein
EHGHJBNO_01332	CDS	1167	yycB		COG2807	putative transporter YycB
EHGHJBNO_01333	CDS	1149				hypothetical protein
EHGHJBNO_01334	CDS	1311				hypothetical protein
EHGHJBNO_01335	CDS	453	sulD		COG0801	Bifunctional folate synthesis protein
EHGHJBNO_01336	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EHGHJBNO_01337	CDS	813	folP	2.5.1.15		Dihydropteroate synthase
EHGHJBNO_01338	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EHGHJBNO_01339	CDS	483	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
EHGHJBNO_01340	CDS	678				hypothetical protein
EHGHJBNO_01341	CDS	744				hypothetical protein
EHGHJBNO_01342	CDS	303				hypothetical protein
EHGHJBNO_01343	CDS	267				hypothetical protein
EHGHJBNO_01344	CDS	2400	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
EHGHJBNO_01345	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EHGHJBNO_01346	CDS	1725	nag3_1	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
EHGHJBNO_01347	CDS	1791	nag3_2	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
EHGHJBNO_01348	CDS	798				hypothetical protein
EHGHJBNO_01349	CDS	840		1.-.-.-	COG1028	putative oxidoreductase
EHGHJBNO_01350	CDS	1101	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EHGHJBNO_01351	CDS	1401	uxaC	5.3.1.12	COG1904	Uronate isomerase
EHGHJBNO_01352	CDS	621	kdgA		COG0800	KHG/KDPG aldolase
EHGHJBNO_01353	CDS	717	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
EHGHJBNO_01354	CDS	1800	uidA	3.2.1.31	COG3250	Beta-glucuronidase
EHGHJBNO_01355	CDS	1029	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
EHGHJBNO_01356	CDS	1554	yagG		COG2211	Putative glycoside/cation symporter YagG
EHGHJBNO_01357	CDS	840	endA	3.1.30.-		DNA-entry nuclease
EHGHJBNO_01358	CDS	192				hypothetical protein
EHGHJBNO_01359	CDS	1284	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
EHGHJBNO_01360	CDS	417	atpC		COG0355	ATP synthase epsilon chain
EHGHJBNO_01361	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
EHGHJBNO_01362	CDS	879	atpG		COG0224	ATP synthase gamma chain
EHGHJBNO_01363	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
EHGHJBNO_01364	CDS	534	atpH		COG0712	ATP synthase subunit delta
EHGHJBNO_01365	CDS	507	atpF		COG0711	ATP synthase subunit b
EHGHJBNO_01366	CDS	717	atpB		COG0356	ATP synthase subunit a
EHGHJBNO_01367	CDS	201	atpE		COG0636	ATP synthase subunit c
EHGHJBNO_01368	CDS	1044	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
EHGHJBNO_01369	CDS	1959	ligA	6.5.1.2		DNA ligase
EHGHJBNO_01370	CDS	147				hypothetical protein
EHGHJBNO_01371	CDS	906			COG0701	Putative two-component membrane permease complex subunit SMU_747c
EHGHJBNO_01372	CDS	816			COG3689	Putative two-component membrane permease complex subunit SMU_746c
EHGHJBNO_01373	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EHGHJBNO_01374	CDS	675				hypothetical protein
EHGHJBNO_01375	CDS	1275	ftsY			Signal recognition particle receptor FtsY
EHGHJBNO_01376	CDS	813	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
EHGHJBNO_01377	CDS	810	ybjI_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
EHGHJBNO_01378	CDS	3534	smc_4		COG1196	Chromosome partition protein Smc
EHGHJBNO_01379	CDS	687	rnc	3.1.26.3	COG0571	Ribonuclease 3
EHGHJBNO_01380	CDS	990				hypothetical protein
EHGHJBNO_01381	CDS	1041				hypothetical protein
EHGHJBNO_01382	CDS	1269				hypothetical protein
EHGHJBNO_01383	CDS	1488				hypothetical protein
EHGHJBNO_01384	CDS	1734	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EHGHJBNO_01385	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
EHGHJBNO_01386	CDS	1182	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
EHGHJBNO_01387	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
EHGHJBNO_01388	CDS	2670	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
EHGHJBNO_01389	CDS	219	nrdH		COG0695	Glutaredoxin-like protein NrdH
EHGHJBNO_01390	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
EHGHJBNO_01391	CDS	960	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
EHGHJBNO_01392	CDS	675				hypothetical protein
EHGHJBNO_01393	CDS	318				hypothetical protein
EHGHJBNO_01394	CDS	690				hypothetical protein
EHGHJBNO_01395	CDS	204				hypothetical protein
EHGHJBNO_01396	CDS	510				hypothetical protein
EHGHJBNO_01397	CDS	759				hypothetical protein
EHGHJBNO_01398	CDS	216				hypothetical protein
EHGHJBNO_01399	CDS	453				hypothetical protein
EHGHJBNO_01400	CDS	105				hypothetical protein
EHGHJBNO_01401	CDS	198				hypothetical protein
EHGHJBNO_01402	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
EHGHJBNO_01403	CDS	486				hypothetical protein
EHGHJBNO_01404	CDS	1002	prsA	5.2.1.8		Foldase protein PrsA
EHGHJBNO_01405	CDS	729	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
EHGHJBNO_01406	CDS	549				hypothetical protein
EHGHJBNO_01407	CDS	447				hypothetical protein
EHGHJBNO_01408	CDS	1803	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
EHGHJBNO_01409	CDS	942				hypothetical protein
EHGHJBNO_01410	CDS	2004	metG	6.1.1.10		Methionine--tRNA ligase
EHGHJBNO_01411	CDS	750				hypothetical protein
EHGHJBNO_01412	CDS	612				hypothetical protein
EHGHJBNO_01413	CDS	876				hypothetical protein
EHGHJBNO_01414	CDS	837				hypothetical protein
EHGHJBNO_01415	CDS	882				hypothetical protein
EHGHJBNO_01416	CDS	1389	yhdG		COG0531	putative amino acid permease YhdG
EHGHJBNO_01417	CDS	1662				hypothetical protein
EHGHJBNO_01418	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
EHGHJBNO_01419	CDS	900				hypothetical protein
EHGHJBNO_01420	CDS	354	mgsR		COG1393	Regulatory protein MgsR
EHGHJBNO_01421	CDS	468	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
EHGHJBNO_01422	CDS	1182		1.17.1.9		Formate dehydrogenase, mitochondrial
EHGHJBNO_01423	CDS	558				hypothetical protein
EHGHJBNO_01424	CDS	1092	serC	2.6.1.52		Phosphoserine aminotransferase
EHGHJBNO_01425	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EHGHJBNO_01426	CDS	318	yabA		COG4467	Initiation-control protein YabA
EHGHJBNO_01427	CDS	885				hypothetical protein
EHGHJBNO_01428	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
EHGHJBNO_01429	CDS	867				hypothetical protein
EHGHJBNO_01430	CDS	1269				hypothetical protein
EHGHJBNO_01431	CDS	828				hypothetical protein
EHGHJBNO_01432	CDS	657	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EHGHJBNO_01433	CDS	756	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
EHGHJBNO_01434	CDS	711	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EHGHJBNO_01435	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EHGHJBNO_01436	CDS	948				hypothetical protein
EHGHJBNO_01437	CDS	888	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EHGHJBNO_01438	CDS	1170			COG0683	Leu/Ile/Val-binding protein 
EHGHJBNO_01439	CDS	315				hypothetical protein
EHGHJBNO_01440	CDS	384				hypothetical protein
EHGHJBNO_01441	CDS	1386				hypothetical protein
EHGHJBNO_01442	CDS	1206				hypothetical protein
EHGHJBNO_01443	CDS	222				hypothetical protein
EHGHJBNO_01444	CDS	498				hypothetical protein
EHGHJBNO_01445	CDS	507				hypothetical protein
EHGHJBNO_01446	CDS	2448				hypothetical protein
EHGHJBNO_01447	CDS	2112				hypothetical protein
EHGHJBNO_01448	CDS	1002				hypothetical protein
EHGHJBNO_01449	CDS	918				hypothetical protein
EHGHJBNO_01450	CDS	1920	tet(M)			tetracycline resistance ribosomal protection protein Tet(M)
EHGHJBNO_01451	CDS	354				hypothetical protein
EHGHJBNO_01452	CDS	423				hypothetical protein
EHGHJBNO_01453	CDS	231				hypothetical protein
EHGHJBNO_01454	CDS	204				hypothetical protein
EHGHJBNO_01455	CDS	1218	Int-Tn			Transposase from transposon Tn916
EHGHJBNO_01456	CDS	273				hypothetical protein
EHGHJBNO_01457	CDS	591	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EHGHJBNO_01458	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
EHGHJBNO_01459	CDS	1617	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
EHGHJBNO_01460	CDS	1449		2.4.1.7		Sucrose phosphorylase
